from_planet,to_planet
Xa Fel,Dachat
Xa Fel,Merakai
Xa Fel,Metellos
Xagobah,Clak'dor
Xagobah,Kabal
Xagobah,Triton
Xeron,Roundtree
Xeron,Arkam
Xeron,Mechis III
Xerton,Rimcee Station
Xerton,Bastion
Xerton,Qonto
Xerton,Draria
Xo,Birgis
Xo,Gorsh
Xo,Seline
Xo,Tantive
Xobome,Dartessex IV
Xobome,H'ratth
Xobome,Resht
Xobome,Uquine
Xochtl,Bronsoon
Xochtl,Durgen's Star
Xochtl,Povanaria
Xolu,Nar Kaaga
Xolu,Far Pando
Xolu,Aylayl
Xolu,Unagin
Xoman,Boz Pity
Xoman,Bimmisaari
Xoman,Danuta
Xoman,Dirha
Xorth,Palawa
Xorth,Vuma
Xorth,Kailor
Xorth,Broest
Yabol Opa,Belnar
Yabol Opa,Teardrop
Yabol Opa,Ifmix
Yag'Dhul,Tauber
Yag'Dhul,Renillis
Yag'Dhul,Harrin
Yag'Dhul,Sukkult
Yaga Minor,Borosk
Yaga Minor,Ompersan
Yaga Minor,Prefsbelt
Yaga Minor,Kidriff
Yalara,Anoth
Yalara,Needan
Yalara,Kinooine
Yalara,Rutan
Yashuvhu,Celwis
Yashuvhu,Klasse Ephemora
Yashuvhu,Sarvchi
Yavin,Ladarra
Yavin,Krylon
Yavin,Torque
Yetoom,Tekurr'k
Yetoom,Antiquity
Yetoom,Shoon
Yetoom,Ossel
Yetoom Na Uun,Dolla
Yetoom Na Uun,Tekurr'k
Yhifar,Kardura
Yhifar,Thermon
Yhifar,Kassido
Yhifar,Q'mara
Yinchorr,Datar
Yinchorr,Golden Nyss
Yinchorr,Mayvitch
Yinchorr,Drearia
Yitabo,Sneeve
Yitabo,Ubrikkia
Yitabo,Chalacta
Yitabo,Randon
Yitabo,Durkteel
Ylesia,Ziugen
Ylesia,Tisht
Ylesia,Poytta
Ylesia,Lirra
Ylix,Genassa
Ylix,Walinor
Ylix,Urce
Ylix,Draria
Yn,Fennesa
Yn,Ophideraan
Yn,Whelori
Yn,Mechis III
Yoribuunt,Tammar
Yoribuunt,Nimia
Yoribuunt,Ques
Yout,Qiilure
Yout,Ord Mantell
Yout,Ord Tessebok
Yout,Nessem
Yulant,Primus Goluud
Yulant,Ixtlar
Yulant,Aargau
Yutan,Sepan
Yutan,Wann Tsir
Yutan,Mek va Uil
Yutan,Zaloriis
Yutusk,Ranroon
Yutusk,Sembla
Yutusk,Syngia
Zadaria,Febrini
Zadaria,Phelope
Zadaria,Ediorung
Zadaria,Orelon
Zaddja,Gannaria
Zaddja,Rattatak
Zaddja,Codia
Zaddja,Zorbia
Zakuul,Zonama Sekot
Zakuul,Lwhekk
Zakuul,Ahch-To
Zalori,Rainboh
Zalori,Rynmar
Zalori,Terephon
Zalori,Orelon
Zaloriis,Mimban
Zaloriis,T'surr
Zaloriis,Nanth'ri
Zaloriis,Fabrin
Zamael,Kalist
Zamael,Constancia
Zamael,Lialic
Zamael,Rydonni Prime
Zanbar,Ordo
Zanbar,Kalevala
Zanbar,Mandalore
Zanbar,Phindar
Zardossa Stix,Hjaff
Zardossa Stix,Candoria
Zardossa Stix,Kitel Phard
Zardossa Stix,Bestine
Zaria,Malador
Zaria,Deminol
Zaria,Anstares
Zaria,Q'mara
Zchtek,Peg Shar
Zchtek,Ingo
Zchtek,Pusat Station
Zchtek,Lant
ZeHeth,Demos
ZeHeth,Tyus Cluster
ZeHeth,Malastare
Zebitrope,Lekua
Zebitrope,Cadma
Zebitrope,Renatasia
Zebitrope,Sriluur
Zeltros,Gorse
Zeltros,Mattri
Zeltros,Merson
Zeltros,Andalia
Zeltros,Rasterous
Zeltros,Virujansi
Zenox Cluster,Illodia
Zenox Cluster,Omar
Zenox Cluster,Vaykaaris
Zenox Cluster,Bestine
Zephry,Allyuen
Zephry,Saila Na
Zephry,Polmanar
Zerm,The Maw
Zerm,Rnda
Zerm,Ulmatra
Zerm,Kessel
Zerm,Aeneid
Zeta,Mortis
Zeta,Astion
Zeta,Anorelga
Zhanox,Anoat
Zhanox,Bendeluum
Zhanox,Ione
Zhar,Socorro
Zhar,Lok
Zhar,Acilaris
Zhar,Llanic
Zigoola,Hast
Zigoola,Damendine
Zigoola,Pinperu
Ziost,Korriz
Ziost,Athiss
Ziost,Ch'hodos
Ziost,Nicht Ka
Zirulast,Erai
Zirulast,Belasco
Zirulast,Celegia
Zisia,Elgit
Zisia,Quesh
Zisia,Ulmatra
Ziugen,Outland Transit
Ziugen,Poytta
Ziugen,Lirra
Zolan,Argus
Zolan,Rintonne
Zolan,Andosha
Zonama Sekot,Ahch-To
Zonama Sekot,Rakata Prime
Zonama Sekot,Jedha
Zonama Sekot,Zorbia
Zonju,Anoth
Zonju,Imynusoph
Zonju,Kinooine
Zonju,Rutan
Zorbia,UR-3741
Zorbia,Din Pulsar
Zorbia,UR-1060
Zygerria,Malachor
Zygerria,Rekkiad
Zygerria,Saclas
Zygerria,Syngia
Zygia,Boranda
Zygia,Thoran
Zygia,Holess
Zyluria,Valorsi
Zyluria,Resti Kel
Zyluria,Carsanza
Zyluria,Q'mara
